application_id,job_title,company_name,location,employment_type,years_experience,remote_flag,skills_match_ratio,application_channel,day_of_week_applied,responded_within_7d
4478,Platform Engineer,PinnacleAI,Remote,contract,3,1,0.256,linkedin,2,0
905,Data Engineer,Echo AI,Denver CO,full_time,3,1,,,0,0
7489,Software Engineer,CloudNine Systems,Boston MA,full_time,5,0,0.1562,linkedin,4,0
9686,Platform Engineer,Infinex Analytics,Chicago IL,full_time,0,0,0.5053,company_site,1,0
9895,MLOps Engineer,PinnacleAI,San Francisco CA,full_time,5,1,0.3498,other,6,0
1548,Backend Developer,PinnacleAI,Portland OR,full_time,6,0,0.6248,vendor,4,1
2081,LLM Engineer,Quantum Drift,Boston MA,c2c,0,1,0.3143,linkedin,,
4505,Platform Engineer,CoreLogic AI,Miami FL,contract,4,0,0.2033,company_site,6,0
3986,ML Engineer,Vortex ML,Chicago IL,full_time,5,0,0.1164,linkedin,3,0
6413,Backend Developer,Polaris Systems,Denver CO,full_time,1,1,0.5444,other,1,0
9140,MLOps Engineer,Quantum Drift,Phoenix AZ,full_time,10,1,0.4994,company_site,6,0
6214,AI Product Engineer,Apex Neural,Chicago IL,full_time,2,0,0.15,other,1,0
6591,MLOps Engineer,Stratus AI,Boston MA,c2c,0,1,0.049,,-1,0
8445,MLOps Engineer,ZenithSoft,Minneapolis MN,full_time,3,1,0.4247,company_site,1,0
3821,Platform Engineer,Nexus Data,Los Angeles CA,c2c,3,0,0.6465,referral,4,0
2647,Cloud Engineer,DataBridge Inc,Miami FL,contract,4,0,0.0845,linkedin,0,0
4631,Data Engineer,Infinex Analytics,Denver CO,full_time,2,0,0.1995,vendor,1,1
8894,AI Product Engineer,TrueLayer AI,Portland OR,c2c,8,1,1.3,company_site,4,0
5121,ML Engineer,Luminary AI,Raleigh NC,full_time,3,1,0.3021,,6,1
6844,Cloud Engineer,ZenithSoft,Los Angeles CA,internship,8,0,0.438,company_site,0,1
8425,Cloud Engineer,Nexus Data,Los Angeles CA,full_time,6,1,0.0707,other,1,0
9673,Software Engineer,Quantum Drift,Minneapolis MN,full_time,3,0,0.1687,company_site,3,0
2156,LLM Engineer,CloudNine Systems,Seattle WA,contract,4,1,0.21,referral,4,0
6736,AI Research Scientist,Stratus AI,Phoenix AZ,full_time,5,0,0.5875,linkedin,3,0
3716,Backend Developer,NovaTech AI,Atlanta GA,contract,3,1,0.4374,vendor,2,0
4058,MLOps Engineer,TrueLayer AI,Denver CO,c2c,3,1,0.1433,vendor,3,0
6148,LLM Engineer,Echo AI,Minneapolis MN,full_time,2,1,0.4829,LI,6,0
3103,Data Scientist,Stratus AI,Remote,full_time,2,0,0.4938,vendor ,3,0
559,Cloud Engineer,Luminary AI,Remote,contract,5,1,0.0526,vendor,3,0
4627,Platform Engineer,Quantum Drift,Charlotte NC,full_time,8,1,0.4551,referral,,0
4395,Frontend Developer,TrueLayer AI,Portland OR,full_time,,1,0.2123,linkedin,6,0
1437,Cloud Engineer,CloudNine Systems,Denver CO,full_time,2,1,0.6078,linkedin,5,0
508,Data Engineer,Echo AI,Portland OR,full_time,5,1,0.1645,linkedin,5,0
1870,ML Engineer,PinnacleAI,Seattle WA,full_time,5,0,0.5419,vendor,2,1
756,Frontend Developer,Synthetix Labs,San Francisco CA,full_time,7,0,0.3271,company_site,5,0
7857,LLM Engineer,CoreLogic AI,Los Angeles CA,c2c,0,1,0.5149,vendor,0,0
4051,LLM Engineer,Vertex Dynamics,Portland OR,internship,5,0,-0.1,Vendor,3,0
5272,Cloud Engineer,CoreLogic AI,New York NY,full_time,1,1,0.4282,Referral,6,1
3837,LLM Engineer,NovaTech AI,Boston MA,full_time,5,1,0.1612,company_site,6,0
2119,Data Engineer,Quantum Drift,Nashville TN,contract,4,0,0.3047,Other,0,1
6504,AI Research Scientist,Echo AI,San Francisco CA,full_time,4,1,0.4522,company_site,5,0
9605,Platform Engineer,Polaris Systems,Remote,contract,-2,0,0.448,,1,0
502,MLOps Engineer,Meridian Labs,Atlanta GA,c2c,6,1,0.256,linkedin,3,0
6283,Platform Engineer,Synthetix Labs,San Francisco CA,full_time,7,0,0.1319,company_site,0,0
4993,AI Research Scientist,Vertex Dynamics,Phoenix AZ,full_time,6,1,1.1,linkedin,0,0
1540,Senior AI Engineer,Nexus Data,Chicago IL,full_time,3,0,0.0964,other,6,0
6164,Senior AI Engineer,DataBridge Inc,Nashville TN,contract,0,1,0.0697,vendor,5,0
1212,Platform Engineer,CoreLogic AI,Los Angeles CA,c2c,8,1,0.0589,vendor,2,0
9137,Frontend Developer,CloudNine Systems,Austin TX,contract,0,,0.1788,other,1,0
673,Full Stack Engineer,Infinex Analytics,Seattle WA,full_time,1,1,0.3891,company_site,5,0
3378,ML Engineer,CloudNine Systems,Dallas TX,full_time,4,0,0.0725,company_site,4,0
8798,AI Research Scientist,Meridian Labs,Raleigh NC,full_time,2,0,0.2257,company_site,6,0
1465,AI Product Engineer,Stratus AI,Miami FL,contract,3,0,0.0575,linkedin,4,1
1193,Senior AI Engineer,BlueSky Tech,San Francisco CA,full_time,2,1,0.3055,vendor,3,0
8645,Senior AI Engineer,Polaris Systems,Miami FL,contract,,0,0.1172,linkedin,1,0
1873,ML Engineer,BlueSky Tech,San Francisco CA,full_time,7,1,0.3142,vendor,4,0
3591,Frontend Developer,Polaris Systems,Minneapolis MN,c2c,6,1,0.5796,referral,2,0
6750,LLM Engineer,PinnacleAI,Miami FL,full_time,2,,0.4229,referral,0,0
506,Software Engineer,Vortex ML,Boston MA,full_time,6,0,0.1806,company_site,3,0
8146,AI Product Engineer,NovaTech AI,New York NY,contract,0,1,,LI,5,0
507,Data Scientist,Orion Systems,Austin TX,full_time,3,1,0.4426,linkedin,5,0
8208,Data Engineer,Vertex Dynamics,Nashville TN,full_time,8,1,0.4387,company_site,6,0
7900,LLM Engineer,Infinex Analytics,Miami FL,contract,4,0,0.5528,linkedin,3,1
4685,ML Engineer,Orion Systems,Miami FL,c2c,4,0,0.2971,other,-1,0
5020,Data Engineer,Quantum Drift,San Francisco CA,full_time,7,0,0.2204,linkedin,5,0
1774,GenAI Engineer,Helios Cloud,Charlotte NC,full_time,5,2,0.4393,company_site,5,1
9622,Full Stack Engineer,DataBridge Inc,Remote,full_time,4,0,0.2733,vendor,6,0
5181,Full Stack Engineer,CloudNine Systems,New York NY,full_time,4,,-0.1,company_site ,3,0
798,Platform Engineer,NovaTech AI,Denver CO,contract,0,0,0.1775,linkedin,5,0
7150,Frontend Developer,TrueLayer AI,Denver CO,full_time,2,1,0.1403,other,0,0
7096,ML Engineer,TrueLayer AI,Los Angeles CA,full_time,6,1,0.0655,linkedin,6,0
2830,Frontend Developer,Vertex Dynamics,Chicago IL,full_time,0,0,0.4142,company_site,6,0
9334,Data Scientist,Quantum Drift,Austin TX,full_time,9,1,,company_site,2,0
8752,Full Stack Engineer,Cascade Technologies,Miami FL,full_time,0,0,0.3167,linkedin,0,0
313,GenAI Engineer,Quantum Drift,Remote,contract,6,1,0.2381,linkedin,5,0
747,Platform Engineer,Infinex Analytics,Chicago IL,contract,3,1,0.7426,linkedin,5,1
3570,GenAI Engineer,DataBridge Inc,San Francisco CA,full_time,9,0,0.2453,vendor,2,0
791,Frontend Developer,Quantum Drift,Minneapolis MN,contract,2,1,0.3802,linkedin,1,0
2477,MLOps Engineer,PinnacleAI,Minneapolis MN,full_time,7,0,0.6267,linkedin,4,0
9811,Data Engineer,Helios Cloud,Remote,full_time,12,0,0.6043,company_site,1,0
2571,MLOps Engineer,TrueLayer AI,Denver CO,contract,1,1,0.5404,linkedin,2,0
5307,GenAI Engineer,Luminary AI,Minneapolis MN,contract,5,1,0.3372,linkedin,2,0
5235,Data Engineer,Polaris Systems,Atlanta GA,full_time,5,0,1.5,linkedin,0,0
2164,MLOps Engineer,Apex Neural,Atlanta GA,full_time,8,1,0.3532,vendor,4,0
9489,Full Stack Engineer,BlueSky Tech,Boston MA,c2c,5,1,0.2491,Referral,5,1
6359,MLOps Engineer,BlueSky Tech,Denver CO,contract,0,0,0.281,linkedin,0,
381,LLM Engineer,Nexus Data,Phoenix AZ,c2c,1,0,0.223,vendor,3,0
6113,ML Engineer,Nexus Data,New York NY,c2c,7,1,0.3528,linkedin,0,0
1293,Cloud Engineer,Quantum Drift,Miami FL,contract,4,2,0.3463,company_site,1,0
1913,Software Engineer,Echo AI,Miami FL,contract,1,0,0.6391,other,1,1
600,Backend Developer,Nexus Data,Remote,full_time,0,1,0.1856,linkedin,2,0
3893,AI Product Engineer,Apex Neural,Chicago IL,c2c,5,1,0.7734,company_site,6,1
4142,AI Research Scientist,ZenithSoft,Dallas TX,full_time,8,0,0.1034,referral,2,0
1653,GenAI Engineer,Stratus AI,San Francisco CA,full_time,3,0,0.3657,vendor,1,0
5245,Senior AI Engineer,Orion Systems,Miami FL,full_time,5,1,0.3168,linkedin,2,0
1894,AI Product Engineer,Stratus AI,Remote,contract,3,1,0.288,Linkedin ,1,0
1945,AI Research Scientist,NovaTech AI,Minneapolis MN,internship,4,1,0.2502,vendor,2,1
3396,AI Research Scientist,Synthetix Labs,Seattle WA,c2c,3,1,0.3769,company_site,4,0
6818,Backend Developer,CloudNine Systems,New York NY,c2c,6,1,,linkedin,5,0
9785,Full Stack Engineer,Luminary AI,Atlanta GA,full_time,5,1,0.354,company_site,6,0
376,Data Engineer,Helios Cloud,Atlanta GA,full_time,5,1,0.2247,vendor,6,0
1967,Frontend Developer,Echo AI,San Francisco CA,contract,4,1,0.6722,other,0,0
3958,Frontend Developer,Echo AI,Raleigh NC,full_time,5,1,0.2949,company_site,2,0
7436,MLOps Engineer,Orion Systems,Phoenix AZ,c2c,0,1,0.1475,,6,0
9991,GenAI Engineer,Vertex Dynamics,Los Angeles CA,full_time,6,1,0.1503,linkedin,2,1
4522,Full Stack Engineer,Luminary AI,Remote,full_time,3,1,0.6862,company_site,6,0
5182,Full Stack Engineer,DataBridge Inc,Phoenix AZ,full_time,8,1,0.5441,linkedin,6,0
5309,Senior AI Engineer,Polaris Systems,Remote,full_time,0,1,0.6334,referral,6,0
1472,Data Scientist,Prism Data,Remote,c2c,3,1,0.4936,referral,0,0
3347,LLM Engineer,Infinex Analytics,Boston MA,c2c,1,0,0.3016,company_site,7,0
8430,AI Product Engineer,Prism Data,San Francisco CA,c2c,2,1,0.477,company_site,,0
2854,Software Engineer,Apex Neural,Minneapolis MN,full_time,6,1,0.7307,vendor,2,0
9003,Cloud Engineer,Cascade Technologies,Raleigh NC,full_time,8,0,0.5562,vendor,6,0
9791,ML Engineer,PinnacleAI,Minneapolis MN,full_time,4,0,0.7543,referral,3,0
6483,Senior AI Engineer,BlueSky Tech,Miami FL,contract,8,0,0.4204,linkedin,-1,1
4063,AI Research Scientist,CloudNine Systems,Los Angeles CA,c2c,2,1,0.5043,other,5,0
4814,Backend Developer,Vertex Dynamics,Remote,full_time,1,0,0.1295,company_site,1,0
4307,Software Engineer,ZenithSoft,Remote,full_time,2,1,0.6198,linkedin,3,0
8186,Platform Engineer,Helios Cloud,Portland OR,contract,8,1,0.567,company_site,5,0
8721,LLM Engineer,Vertex Dynamics,Remote,contract,5,1,0.1567,vendor,5,1
9860,Senior AI Engineer,DataBridge Inc,Minneapolis MN,full_time,4,1,0.1806,vendor,,0
3991,Platform Engineer,Infinex Analytics,Denver CO,full_time,4,,0.4057,other,5,1
1050,Data Engineer,DataBridge Inc,Denver CO,contract,1,1,0.2564,Other,3,1
8967,Backend Developer,BlueSky Tech,Nashville TN,contract,3,1,0.3144,linkedin,4,0
5350,Frontend Developer,NovaTech AI,Boston MA,full_time,7,0,0.5446,LinkedIn,1,0
9391,ML Engineer,CoreLogic AI,Atlanta GA,full_time,5,1,0.4133,company_site,4,0
2036,LLM Engineer,Orion Systems,Miami FL,full_time,2,1,0.3338,vendor,1,0
4040,Full Stack Engineer,Infinex Analytics,Boston MA,full_time,6,0,0.3192,vendor,1,1
8319,Backend Developer,Vortex ML,New York NY,contract,6,0,0.1615,Other,6,0
9369,AI Research Scientist,BlueSky Tech,Chicago IL,full_time,4,1,0.2652,referral,6,0
1973,GenAI Engineer,Nexus Data,Dallas TX,c2c,1,1,0.2782,vendor,,0
4792,Full Stack Engineer,CoreLogic AI,Atlanta GA,contract,8,0,0.1879,company_site,1,0
2100,MLOps Engineer,NovaTech AI,Dallas TX,full_time,2,1,0.1515,other,2,0
1500,Cloud Engineer,TrueLayer AI,Austin TX,full_time,7,1,0.3651,linkedin,3,1
9893,LLM Engineer,Quantum Drift,Remote,full_time,12,0,0.2802,linkedin,2,0
653,LLM Engineer,Stratus AI,Remote,full_time,4,1,1.1,linkedin,2,0
171,AI Product Engineer,PinnacleAI,Charlotte NC,full_time,6,1,0.6901,linkedin,6,0
4086,ML Engineer,Echo AI,Miami FL,contract,4,1,0.3252,Linkedin ,5,0
243,Frontend Developer,Stratus AI,Remote,internship,0,0,0.383,referral,1,0
5731,AI Research Scientist,Meridian Labs,Raleigh NC,full_time,6,0,0.3516,other,5,0
4372,AI Product Engineer,Echo AI,New York NY,contract,6,1,0.1765,linkedin,0,0
6998,AI Product Engineer,Cascade Technologies,Chicago IL,c2c,3,0,0.4987,linkedin,1,0
2757,Software Engineer,NovaTech AI,Miami FL,contract,7,3,0.3839,,2,0
6910,AI Product Engineer,Cascade Technologies,Phoenix AZ,full_time,3,,0.3343,linkedin,2,2
5467,Data Scientist,DataBridge Inc,Los Angeles CA,full_time,1,0,0.2961,linkedin,0,0
2077,Data Engineer,PinnacleAI,Portland OR,full_time,6,no,0.1121,company_site,2,1
4104,MLOps Engineer,Infinex Analytics,Remote,c2c,7,1,,linkedin,3,0
9575,Frontend Developer,Stratus AI,Raleigh NC,full_time,4,0,-0.2,company_site,3,0
8854,ML Engineer,Synthetix Labs,New York NY,internship,4,1,,company_site,3,0
4865,MLOps Engineer,PinnacleAI,Portland OR,full_time,1,1,0.1046,linkedin,1,0
4914,AI Research Scientist,CoreLogic AI,Los Angeles CA,contract,4,0,0.1577,company_site,5,0
5119,Full Stack Engineer,BlueSky Tech,Atlanta GA,contract,3,1,0.1519,referral,3,0
5876,Data Scientist,Nexus Data,Dallas TX,full_time,10,1,0.3392,company_site,5,0
8913,AI Research Scientist,Prism Data,Los Angeles CA,full_time,,0,0.286,LinkedIn,2,0
9388,Senior AI Engineer,Nexus Data,Miami FL,contract,8,0,0.5414,linkedin,2,0
6649,Full Stack Engineer,ZenithSoft,New York NY,full_time,4,0,0.171,linkedin,3,0
6163,ML Engineer,Synthetix Labs,New York NY,c2c,9,,0.4497,vendor,2,0
9745,Senior AI Engineer,Meridian Labs,Minneapolis MN,full_time,0,0,0.2688,linkedin,6,0
8340,Software Engineer,BlueSky Tech,Raleigh NC,full_time,3,1,0.3491,referral,3,2
4079,Backend Developer,Echo AI,Miami FL,full_time,0,1,0.2326,linkedin,3,0
641,Platform Engineer,CloudNine Systems,Portland OR,c2c,8,0,0.5518,referral,0,0
1271,Data Engineer,PinnacleAI,Boston MA,contract,4,1,0.3091,company_site,0,1
2779,Platform Engineer,CoreLogic AI,Boston MA,contract,5,0,0.6008,vendor,5,1
8110,ML Engineer,Nexus Data,Remote,contract,10,0,0.5345,linkedin,0,1
3862,Frontend Developer,BlueSky Tech,Boston MA,full_time,6,0,0.3903,linkedin,6,0
3481,MLOps Engineer,ZenithSoft,Portland OR,contract,4,1,0.3854,linkedin,2,0
1535,Cloud Engineer,Luminary AI,New York NY,full_time,4,0,0.595,linkedin,-1,0
326,Backend Developer,CloudNine Systems,Denver CO,full_time,6,1,1.1,vendor,0,1
2339,Platform Engineer,Infinex Analytics,Charlotte NC,c2c,8,1,,referral,4,0
3981,Platform Engineer,Polaris Systems,Los Angeles CA,contract,5,0,0.3537,vendor,5,0
6903,Senior AI Engineer,Prism Data,Chicago IL,contract,1,0,0.1934,referral,2,1
4055,Full Stack Engineer,Prism Data,Remote,full_time,8,1,0.4791,other,2,0
2238,Platform Engineer,NovaTech AI,San Francisco CA,full_time,8,1,0.2088,company_site,1,0
7132,AI Product Engineer,ZenithSoft,Remote,full_time,7,1,0.4904,company_site,0,0
9684,Cloud Engineer,ZenithSoft,Nashville TN,internship,9,0,0.2451,company_site,0,0
6655,LLM Engineer,Orion Systems,Remote,contract,-2,0,0.3644,vendor,1,0
865,Backend Developer,Apex Neural,Boston MA,full_time,5,1,0.0127,linkedin,0,0
5706,Senior AI Engineer,ZenithSoft,Nashville TN,full_time,7,0,0.3116,linkedin,1,0
5717,GenAI Engineer,Apex Neural,Portland OR,full_time,7,1,0.5326,vendor,0,
6429,Cloud Engineer,PinnacleAI,Atlanta GA,full_time,8,1,0.7362,linkedin,1,0
372,Frontend Developer,Apex Neural,Denver CO,full_time,0,1,0.7224,linkedin,8,
6320,Platform Engineer,Apex Neural,Atlanta GA,full_time,6,1,0.277,linkedin,1,1
6452,Frontend Developer,Polaris Systems,Phoenix AZ,c2c,0,1,0.0726,company_site,6,0
5744,Platform Engineer,Apex Neural,Miami FL,internship,9,1,0.3875,vendor,6,0
5921,GenAI Engineer,NovaTech AI,Chicago IL,contract,8,,0.5922,vendor,4,1
9302,Full Stack Engineer,Orion Systems,New York NY,full_time,4,0,0.4044,company_site,1,0
9646,ML Engineer,Luminary AI,Dallas TX,full_time,5,0,0.1397,vendor,6,0
2365,AI Research Scientist,Infinex Analytics,Nashville TN,contract,5,,0.5236,linkedin,4,0
3214,LLM Engineer,Polaris Systems,Remote,contract,4,1,0.5366,other,6,0
912,Full Stack Engineer,Polaris Systems,Charlotte NC,full_time,9,1,0.1018,other,2,0
9062,Frontend Developer,Helios Cloud,Remote,contract,1,0,0.2194,company_site,1,0
8202,Senior AI Engineer,CloudNine Systems,Dallas TX,c2c,3,1,,referral,3,0
6554,Software Engineer,Polaris Systems,Austin TX,full_time,6,0,0.6378,,4,
8447,MLOps Engineer,Infinex Analytics,San Francisco CA,contract,,0,0.4005,linkedin,6,
6560,Data Scientist,Echo AI,Remote,full_time,5,1,0.3635,company_site,4,0
5968,Platform Engineer,Helios Cloud,Los Angeles CA,contract,10,1,0.2024,company_site,1,0
1424,Platform Engineer,PinnacleAI,Austin TX,full_time,6,0,0.2064,linkedin,3,0
9823,ML Engineer,Echo AI,Remote,internship,3,0,0.3094,vendor,0,1
480,MLOps Engineer,Vertex Dynamics,Charlotte NC,full_time,0,0,0.4301,linkedin,6,0
663,LLM Engineer,Infinex Analytics,Charlotte NC,full_time,3,1,0.3113,other,1,0
6953,Data Scientist,Orion Systems,Boston MA,full_time,2,1,0.4779,vendor,3,0
9910,Backend Developer,NovaTech AI,Atlanta GA,full_time,5,1,0.1278,linkedin,0,0
8105,LLM Engineer,Nexus Data,Boston MA,contract,2,0,0.7519,vendor,4,0
2989,ML Engineer,Infinex Analytics,Raleigh NC,full_time,4,0,0.2098,linkedin,6,0
1120,Full Stack Engineer,Luminary AI,Portland OR,full_time,4,0,0.3625,vendor,5,1
2777,LLM Engineer,Luminary AI,Austin TX,full_time,4,0,0.2028,company_site,2,1
7181,Senior AI Engineer,Vortex ML,Miami FL,full_time,0,0,0.1867,referral,,0
5023,MLOps Engineer,PinnacleAI,Remote,full_time,0,0,0.1564,linkedin,1,0
6673,GenAI Engineer,Synthetix Labs,Raleigh NC,c2c,,1,0.2428,company_site,1,0
7054,Software Engineer,Apex Neural,Phoenix AZ,full_time,9,0,0.8964,referral,1,0
4428,Frontend Developer,TrueLayer AI,Charlotte NC,c2c,7,0,0.4138,company_site,5,0
7458,ML Engineer,Quantum Drift,San Francisco CA,full_time,99,1,0.1723,company_site,0,0
3982,AI Research Scientist,ZenithSoft,Minneapolis MN,contract,0,1,0.1304,linkedin,2,0
8771,Platform Engineer,Luminary AI,Dallas TX,contract,2,0,0.4396,vendor,4,1
2894,Frontend Developer,PinnacleAI,Portland OR,contract,7,1,,linkedin,3,0
2670,MLOps Engineer,Luminary AI,Portland OR,full_time,1,1,0.1317,linkedin,1,0
3978,Full Stack Engineer,NovaTech AI,Phoenix AZ,full_time,2,1,,referral,2,1
5280,Data Scientist,Cascade Technologies,Remote,contract,6,1,0.3267,company_site,1,0
280,Data Engineer,Quantum Drift,Portland OR,contract,9,0,0.0664,referral,6,0
6754,AI Research Scientist,Quantum Drift,Seattle WA,c2c,5,0,0.5967,vendor,4,0
6127,LLM Engineer,Polaris Systems,Denver CO,c2c,4,0,0.1047,other,4,0
8092,Software Engineer,Helios Cloud,Dallas TX,contract,8,0,0.1352,,6,0
1695,AI Research Scientist,Vortex ML,Remote,full_time,5,0,0.3625,vendor,5,0
8927,Data Engineer,Vertex Dynamics,Remote,full_time,0,0,0.3201,vendor,4,1
3480,LLM Engineer,Luminary AI,Seattle WA,full_time,1,0,0.4402,linkedin,0,0
4417,Frontend Developer,Orion Systems,Phoenix AZ,c2c,7,1,,Linkedin ,0,2
7619,Full Stack Engineer,Nexus Data,Miami FL,full_time,5,0,0.0578,linkedin,5,0
6222,AI Research Scientist,TrueLayer AI,Chicago IL,full_time,1,0,0.498,vendor,6,0
5345,Full Stack Engineer,BlueSky Tech,Remote,full_time,7,1,0.0711,company_site,1,0
8899,Platform Engineer,Nexus Data,Los Angeles CA,full_time,6,0,0.3888,vendor,2,0
7808,Backend Developer,CoreLogic AI,Remote,contract,3,0,0.1397,,4,0
4297,AI Research Scientist,Stratus AI,New York NY,full_time,1,no,0.6105,company_site,2,0
4610,Data Engineer,CloudNine Systems,Remote,contract,3,1,0.1857,company_site,5,1
4863,Platform Engineer,ZenithSoft,Phoenix AZ,full_time,12,1,0.5553,vendor ,2,1
2210,ML Engineer,NovaTech AI,Remote,full_time,2,1,0.5578,linkedin,1,0
7632,Backend Developer,Cascade Technologies,Chicago IL,contract,2,1,0.435,Vendor,5,0
5522,Backend Developer,Luminary AI,Charlotte NC,full_time,1,1,0.1346,other,3,0
185,Full Stack Engineer,Quantum Drift,Chicago IL,full_time,4,0,0.5717,company_site,6,0
4818,Software Engineer,CloudNine Systems,Denver CO,full_time,3,0,0.3399,vendor,6,1
4864,LLM Engineer,Nexus Data,Phoenix AZ,full_time,2,1,0.5275,linkedin,1,0
2351,ML Engineer,Meridian Labs,Chicago IL,contract,7,0,0.3631,linkedin,2,0
554,Data Scientist,Luminary AI,Seattle WA,c2c,7,1,0.7139,vendor,4,0
1398,GenAI Engineer,Vertex Dynamics,Miami FL,full_time,3,1,0.0958,linkedin,3,0
1385,LLM Engineer,Prism Data,Phoenix AZ,contract,2,1,0.3525,linkedin,2,0
6308,Backend Developer,Vertex Dynamics,Chicago IL,full_time,0,,0.4205,company_site,-1,0
9973,MLOps Engineer,DataBridge Inc,Minneapolis MN,full_time,2,1,0.3088,company_site,0,0
298,LLM Engineer,BlueSky Tech,Seattle WA,contract,8,0,0.0934,linkedin,2,0
444,AI Research Scientist,Vortex ML,Seattle WA,full_time,1,0,0.4841,companysite,3,0
7365,Full Stack Engineer,Vertex Dynamics,Nashville TN,full_time,7,1,0.409,other,1,0
2078,GenAI Engineer,DataBridge Inc,Seattle WA,full_time,1,1,0.4256,linkedin,2,0
8122,MLOps Engineer,CloudNine Systems,Raleigh NC,full_time,1,0,0.6533,LI,6,0
2230,Platform Engineer,DataBridge Inc,San Francisco CA,contract,6,0,0.3365,,3,0
2843,Backend Developer,Infinex Analytics,Remote,full_time,7,0,0.4257,other,1,0
2538,Data Scientist,TrueLayer AI,Atlanta GA,c2c,1,0,0.3434,vendor,3,0
7569,Platform Engineer,Prism Data,Charlotte NC,full_time,1,1,0.3129,linkedin,4,1
9700,Data Engineer,CloudNine Systems,Remote,contract,1,1,0.4415,linkedin,1,0
6467,ML Engineer,Stratus AI,Dallas TX,contract,5,1,0.3423,referral,4,0
3368,Data Engineer,CoreLogic AI,Boston MA,full_time,6,1,0.208,linkedin,4,0
4503,MLOps Engineer,Vertex Dynamics,Remote,full_time,7,1,0.3358,company_site,5,0
2579,Full Stack Engineer,Quantum Drift,Boston MA,contract,,yes,0.6076,company_site,6,0
1132,AI Research Scientist,Synthetix Labs,Minneapolis MN,full_time,4,1,0.7366,linkedin,3,0
4837,Data Scientist,Cascade Technologies,Chicago IL,full_time,99,0,0.1136,linkedin,5,0
321,ML Engineer,DataBridge Inc,Denver CO,full_time,5,0,0.2818,linkedin,0,0
1372,ML Engineer,Meridian Labs,Dallas TX,full_time,5,1,0.3778,linkedin,6,1
4043,Backend Developer,Vertex Dynamics,Raleigh NC,contract,6,0,0.7299,company_site,6,0
4620,Senior AI Engineer,Stratus AI,Nashville TN,full_time,6,1,0.2331,linkedin,4,0
5553,AI Product Engineer,Polaris Systems,Minneapolis MN,contract,2,1,0.0237,linkedin,6,0
908,Software Engineer,BlueSky Tech,Dallas TX,full_time,2,0,0.3773,vendor,0,1
5984,Data Scientist,Vertex Dynamics,Boston MA,full_time,2,1,0.0687,referral,4,0
3951,Platform Engineer,CoreLogic AI,Phoenix AZ,full_time,,1,0.5564,company_site ,2,0
4731,MLOps Engineer,Orion Systems,Boston MA,full_time,5,0,0.7875,referral,2,0
8901,AI Product Engineer,Orion Systems,Phoenix AZ,full_time,4,0,0.6783,referral,5,0
6719,GenAI Engineer,Echo AI,Remote,internship,3,0,0.5303,referral,6,0
5246,GenAI Engineer,CoreLogic AI,Seattle WA,c2c,0,1,0.6916,company_site,5,0
6115,Frontend Developer,ZenithSoft,Los Angeles CA,full_time,8,1,1.3,referral,2,0
8422,AI Research Scientist,Polaris Systems,Dallas TX,full_time,5,0,0.06,vendor,3,0
927,AI Product Engineer,Cascade Technologies,New York NY,full_time,7,0,0.4611,company_site,2,2
9377,Data Scientist,ZenithSoft,Chicago IL,full_time,4,1,0.2787,vendor,-1,0
16,Data Scientist,Polaris Systems,Austin TX,full_time,4,1,0.3644,vendor,1,0
144,GenAI Engineer,Helios Cloud,Los Angeles CA,full_time,8,0,0.1405,linkedin,0,1
2364,Full Stack Engineer,Cascade Technologies,Dallas TX,contract,0,1,0.1094,vendor,3,0
130,LLM Engineer,Infinex Analytics,Remote,full_time,5,1,0.5137,linkedin,6,1
1162,MLOps Engineer,Infinex Analytics,Minneapolis MN,contract,5,1,0.26,company_site,1,0
9919,Frontend Developer,Helios Cloud,Charlotte NC,contract,8,1,0.6446,company_site,1,1
6152,Senior AI Engineer,Meridian Labs,Denver CO,full_time,10,1,0.4744,other,2,
4682,AI Product Engineer,Polaris Systems,New York NY,contract,,1,0.4991,LI,5,0
5061,LLM Engineer,Vertex Dynamics,Remote,full_time,5,0,0.3018,linkedin,2,0
4763,Platform Engineer,DataBridge Inc,Dallas TX,full_time,3,0,,company_site,3,1
1877,MLOps Engineer,Synthetix Labs,Atlanta GA,full_time,8,1,0.3788,companysite,2,2
2489,LLM Engineer,Quantum Drift,San Francisco CA,internship,8,0,0.2806,vendor,2,0
4771,Senior AI Engineer,Vertex Dynamics,Remote,full_time,4,0,0.1438,vendor,2,0
7445,Frontend Developer,Stratus AI,Denver CO,full_time,4,1,0.1319,company_site,6,0
1183,Frontend Developer,Vortex ML,Los Angeles CA,full_time,9,0,0.4355,company_site,0,0
6158,Data Engineer,Vertex Dynamics,San Francisco CA,full_time,6,1,0.1078,vendor,2,0
5376,MLOps Engineer,PinnacleAI,Denver CO,contract,6,1,0.0904,company_site,6,0
1171,Platform Engineer,Quantum Drift,Phoenix AZ,full_time,7,0,1.1,other,6,0
2183,LLM Engineer,Echo AI,Raleigh NC,contract,8,1,0.1415,company_site,2,0
3372,Frontend Developer,Polaris Systems,Dallas TX,contract,2,1,0.0702,company_site,5,0
8068,Cloud Engineer,Luminary AI,Charlotte NC,internship,5,1,0.508,linkedin,2,0
1860,AI Product Engineer,Vertex Dynamics,Nashville TN,full_time,-1,1,0.3082,linkedin,1,0
